created_on,source,industry,Product
1/18/2017,Social,SaaS,GTXPlusPro
1/18/2017,Direct,Finance,MGRPFU
1/18/2017,Referral,Health Care,MGRPFU
1/18/2017,Direct,Retail/Entertainment,GTXPro
1/18/2017,Referral,Finance,GTXBasic
1/18/2017,Paid,SaaS,GTXPro
1/18/2017,Direct,Telecom,GTXBasic
1/18/2017,Social,Telecom,GTK500U
1/18/2017,Referral,Retail/Entertainment,GTK500U
1/18/2017,Referral,IT,GTXPlusPro
1/18/2017,Social,Retail/Entertainment,GTXAdvanced
1/18/2017,Referral,Health Care,GTXPlusPro
1/18/2017,Direct,Finance,GTK500U
1/18/2017,Direct,SaaS,MGRPFS
1/18/2017,Paid,Retail/Entertainment,GTXPro
1/18/2017,Paid,Finance,MGRPFU
1/18/2017,Referral,Education,MGRPFS
1/19/2017,Email,Retail/Entertainment,GTXPro
1/19/2017,Referral,Telecom,GTXAdvanced
1/19/2017,Organic,Health Care,GTXPlusBasic
1/19/2017,Direct,SaaS,GTXPlusPro
1/19/2017,Organic,Health Care,GTK500U
1/19/2017,Direct,SaaS,GTXAdvanced
1/19/2017,Direct,Education,GTXPlusBasic
1/19/2017,Email,Telecom,GTXPlusBasic
1/19/2017,Paid,Finance,GTXPlusPro
1/19/2017,Direct,SaaS,GTK500U
1/19/2017,Paid,Retail/Entertainment,GTXBasic
1/19/2017,Email,SaaS,MGRPFS
1/19/2017,Paid,Finance,GTK500U
1/19/2017,Referral,SaaS,GTXBasic
1/19/2017,Paid,Education,GTXAdvanced
1/19/2017,Direct,SaaS,MGRPFS
1/19/2017,Paid,Health Care,MGRPFU
1/19/2017,Direct,SaaS,GTXBasic
1/19/2017,Referral,SaaS,MGRPFS
1/19/2017,Direct,Health Care,GTXAdvanced
1/19/2017,Paid,IT,GTXPlusPro
1/19/2017,Direct,IT,GTXBasic
1/19/2017,Organic,SaaS,GTXPlusPro
1/19/2017,Email,SaaS,GTXAdvanced
1/19/2017,Referral,Health Care,GTXAdvanced
1/19/2017,Referral,SaaS,GTXPro
1/20/2017,Direct,Education,GTK500U
1/20/2017,Paid,SaaS,GTXPlusBasic
1/20/2017,Direct,Health Care,GTXBasic
1/20/2017,Direct,IT,MGRPFU
1/20/2017,Referral,Retail/Entertainment,MGRPFU
1/20/2017,Social,Health Care,GTXBasic
1/20/2017,Paid,Retail/Entertainment,MGRPFS
1/20/2017,Paid,Finance,MGRPFU
1/20/2017,Direct,SaaS,GTXAdvanced
1/20/2017,Direct,SaaS,GTXPlusBasic
1/20/2017,Organic,Education,GTXPlusPro
1/20/2017,Referral,SaaS,GTXBasic
1/20/2017,Direct,Education,GTXPlusPro
1/20/2017,Social,Retail/Entertainment,GTXPlusBasic
1/20/2017,Referral,SaaS,GTXAdvanced
1/20/2017,Paid,Telecom,GTXAdvanced
1/21/2017,Paid,Education,GTXPro
1/21/2017,Social,Health Care,MGRPFS
1/21/2017,Paid,Retail/Entertainment,MGRPFS
1/21/2017,Organic,SaaS,GTXPlusPro
1/21/2017,Organic,SaaS,GTXPro
1/21/2017,Email,Health Care,GTXPlusPro
1/21/2017,Email,IT,GTXPlusBasic
1/21/2017,Social,Education,GTXPro
1/21/2017,Referral,Finance,GTK500U
1/21/2017,Paid,SaaS,MGRPFU
1/21/2017,Direct,Finance,GTXAdvanced
1/21/2017,Paid,Finance,GTXAdvanced
1/21/2017,Referral,Finance,MGRPFU
1/21/2017,Social,Health Care,GTXPlusPro
1/21/2017,Paid,Retail/Entertainment,MGRPFS
1/21/2017,Organic,SaaS,GTXPlusBasic
1/21/2017,Organic,SaaS,GTXPlusPro
1/21/2017,Organic,Finance,GTXPro
1/21/2017,Referral,Education,GTK500U
1/21/2017,Direct,SaaS,MGRPFU
1/21/2017,Social,Education,GTXPro
1/21/2017,Social,Health Care,GTXBasic
1/21/2017,Paid,Health Care,GTXAdvanced
1/21/2017,Social,Education,MGRPFS
1/22/2017,Social,Telecom,GTK500U
1/22/2017,Paid,Telecom,GTXPro
1/22/2017,Paid,Health Care,GTXBasic
1/22/2017,Direct,Telecom,GTXAdvanced
1/22/2017,Email,SaaS,MGRPFS
1/22/2017,Paid,Health Care,GTXAdvanced
1/22/2017,Referral,IT,GTXPlusBasic
1/22/2017,Organic,SaaS,GTXAdvanced
1/22/2017,Social,Telecom,MGRPFS
1/22/2017,Paid,Education,GTK500U
1/22/2017,Email,Retail/Entertainment,GTXPlusBasic
1/22/2017,Organic,SaaS,GTXPlusPro
1/22/2017,Organic,Retail/Entertainment,MGRPFS
1/22/2017,Direct,Health Care,MGRPFS
1/22/2017,Direct,Telecom,GTK500U
1/22/2017,Paid,Retail/Entertainment,GTXPro
1/22/2017,Direct,Retail/Entertainment,GTK500U
1/22/2017,Referral,Telecom,GTXBasic
1/22/2017,Direct,Finance,MGRPFU
1/22/2017,Email,Finance,GTXAdvanced
1/22/2017,Paid,Finance,GTXPlusPro
1/22/2017,Social,Telecom,GTXPlusBasic
1/22/2017,Referral,Finance,GTXPro
1/22/2017,Paid,Retail/Entertainment,MGRPFS
1/22/2017,Email,SaaS,GTXPro
1/22/2017,Organic,Telecom,GTXBasic
1/22/2017,Organic,Health Care,GTXBasic
1/22/2017,Referral,Education,GTXPlusBasic
1/22/2017,Organic,Finance,MGRPFS
1/22/2017,Paid,SaaS,GTXPlusBasic
1/22/2017,Paid,IT,GTXAdvanced
1/22/2017,Paid,Retail/Entertainment,GTXBasic
1/22/2017,Direct,Telecom,MGRPFU
1/22/2017,Organic,Retail/Entertainment,MGRPFS
1/22/2017,Organic,IT,GTK500U
1/22/2017,Direct,SaaS,GTXPro
1/22/2017,Paid,Retail/Entertainment,GTXPlusBasic
1/22/2017,Referral,SaaS,MGRPFS
1/22/2017,Paid,SaaS,MGRPFU
1/22/2017,Organic,Education,GTXAdvanced
1/23/2017,Direct,SaaS,GTXPro
1/23/2017,Referral,SaaS,MGRPFU
1/23/2017,Direct,SaaS,GTXAdvanced
1/23/2017,Organic,Retail/Entertainment,MGRPFU
1/23/2017,Email,IT,GTXBasic
1/23/2017,Email,Retail/Entertainment,GTXBasic
1/23/2017,Email,Retail/Entertainment,MGRPFS
1/23/2017,Organic,Telecom,GTXBasic
1/23/2017,Email,IT,MGRPFS
1/23/2017,Referral,Finance,GTXAdvanced
1/23/2017,Organic,Telecom,GTXBasic
1/23/2017,Direct,SaaS,GTXAdvanced
1/23/2017,Referral,SaaS,GTK500U
1/23/2017,Organic,Finance,GTXBasic
1/23/2017,Organic,Telecom,GTXPlusBasic
1/23/2017,Email,Education,GTK500U
1/23/2017,Organic,Finance,GTXBasic
1/23/2017,Organic,SaaS,GTXAdvanced
1/23/2017,Email,Finance,GTK500U
1/23/2017,Organic,Finance,GTXAdvanced
1/23/2017,Direct,IT,GTK500U
1/23/2017,Organic,SaaS,GTXAdvanced
1/23/2017,Social,Health Care,MGRPFS
1/23/2017,Referral,Education,GTXPlusPro
1/23/2017,Email,Retail/Entertainment,MGRPFS
1/23/2017,Referral,Telecom,GTXBasic
1/23/2017,Referral,SaaS,MGRPFS
1/24/2017,Paid,Retail/Entertainment,GTXPlusPro
1/24/2017,Direct,IT,GTXPlusPro
1/24/2017,Email,Finance,GTXBasic
1/24/2017,Paid,Health Care,GTXBasic
1/24/2017,Direct,Retail/Entertainment,MGRPFS
1/24/2017,Referral,SaaS,GTK500U
1/24/2017,Paid,SaaS,GTK500U
1/24/2017,Social,Health Care,GTXPlusPro
1/24/2017,Organic,IT,MGRPFU
1/24/2017,Social,IT,GTXBasic
1/24/2017,Referral,Telecom,MGRPFU
1/24/2017,Organic,SaaS,MGRPFU
1/24/2017,Paid,IT,GTXAdvanced
1/24/2017,Referral,Health Care,MGRPFU
1/24/2017,Paid,Finance,MGRPFS
1/24/2017,Direct,SaaS,MGRPFS
1/24/2017,Paid,Finance,GTXPro
1/24/2017,Direct,SaaS,GTXPlusPro
1/24/2017,Social,Telecom,GTXBasic
1/24/2017,Email,Education,MGRPFS
1/24/2017,Paid,IT,GTXPro
1/24/2017,Social,Telecom,GTXAdvanced
1/24/2017,Referral,SaaS,GTXAdvanced
1/24/2017,Social,Finance,GTXPro
1/24/2017,Organic,SaaS,GTXPro
1/24/2017,Organic,Retail/Entertainment,GTXPlusBasic
1/25/2017,Paid,Finance,MGRPFS
1/25/2017,Referral,Finance,MGRPFU
1/25/2017,Email,Telecom,GTK500U
1/25/2017,Direct,IT,MGRPFU
1/25/2017,Referral,SaaS,MGRPFU
1/25/2017,Social,Retail/Entertainment,GTXPro
1/25/2017,Organic,Telecom,MGRPFS
1/25/2017,Email,Telecom,GTXPro
1/25/2017,Direct,Finance,GTK500U
1/25/2017,Paid,SaaS,GTXAdvanced
1/25/2017,Social,Telecom,GTXBasic
1/25/2017,Social,Health Care,GTXPro
1/25/2017,Email,Finance,GTK500U
1/25/2017,Direct,Health Care,GTXPro
1/25/2017,Paid,Telecom,GTXPlusBasic
1/25/2017,Email,IT,GTK500U
1/25/2017,Email,IT,GTXPro
1/25/2017,Direct,IT,GTXBasic
1/25/2017,Organic,SaaS,MGRPFU
1/25/2017,Organic,Telecom,GTXPlusPro
1/25/2017,Social,SaaS,GTK500U
1/25/2017,Direct,Retail/Entertainment,GTXPlusPro
1/25/2017,Direct,Telecom,MGRPFU
1/25/2017,Organic,SaaS,GTXPlusPro
1/25/2017,Social,Telecom,GTXPro
1/25/2017,Referral,Finance,GTXBasic
1/25/2017,Email,Education,GTXBasic
1/25/2017,Social,SaaS,MGRPFS
1/25/2017,Paid,Finance,GTXAdvanced
1/25/2017,Social,SaaS,MGRPFS
1/25/2017,Email,IT,GTXPlusBasic
1/25/2017,Referral,IT,GTXPlusBasic
1/25/2017,Paid,Finance,GTXPlusPro
1/26/2017,Email,Health Care,MGRPFS
1/26/2017,Organic,SaaS,GTXAdvanced
1/26/2017,Social,Education,MGRPFS
1/26/2017,Direct,Telecom,MGRPFS
1/26/2017,Paid,Finance,GTXPro
1/26/2017,Social,Telecom,GTXAdvanced
1/26/2017,Referral,Finance,GTXPlusPro
1/26/2017,Organic,IT,GTXPlusPro
1/26/2017,Social,Retail/Entertainment,GTK500U
1/26/2017,Referral,Finance,GTXPro
1/26/2017,Paid,Health Care,GTXPlusPro
1/26/2017,Paid,SaaS,MGRPFS
1/26/2017,Paid,SaaS,MGRPFS
1/26/2017,Email,Education,MGRPFU
1/26/2017,Organic,Health Care,GTXBasic
1/26/2017,Social,SaaS,GTK500U
1/26/2017,Direct,SaaS,MGRPFS
1/26/2017,Organic,SaaS,GTXPro
1/26/2017,Referral,Health Care,GTXPlusBasic
1/26/2017,Email,Health Care,GTXAdvanced
1/26/2017,Email,IT,MGRPFU
1/26/2017,Paid,Education,MGRPFU
1/26/2017,Direct,Education,GTXPlusBasic
1/26/2017,Referral,Retail/Entertainment,GTXBasic
1/26/2017,Direct,Health Care,MGRPFS
1/26/2017,Organic,Finance,GTXPro
1/26/2017,Social,Education,GTXPro
1/26/2017,Email,Education,GTXPlusPro
1/26/2017,Direct,Finance,GTXPlusBasic
1/26/2017,Paid,Telecom,GTK500U
1/26/2017,Email,Retail/Entertainment,MGRPFU
1/26/2017,Referral,Finance,GTXPro
1/27/2017,Paid,Retail/Entertainment,GTXPlusPro
1/27/2017,Organic,Finance,GTXPro
1/27/2017,Direct,SaaS,GTXAdvanced
1/27/2017,Social,Telecom,GTXBasic
1/27/2017,Email,Finance,MGRPFU
1/27/2017,Direct,Health Care,GTXPlusBasic
1/27/2017,Referral,Retail/Entertainment,MGRPFU
1/27/2017,Social,Telecom,GTXPlusPro
1/27/2017,Social,Finance,GTXBasic
1/27/2017,Direct,Finance,GTXAdvanced
1/27/2017,Referral,Finance,GTXPro
1/27/2017,Social,Telecom,GTXBasic
1/27/2017,Direct,IT,GTXPlusBasic
1/27/2017,Referral,SaaS,GTXPlusBasic
1/27/2017,Organic,SaaS,GTXPlusBasic
1/27/2017,Direct,SaaS,GTXBasic
1/27/2017,Email,Telecom,GTXPro
1/27/2017,Social,Telecom,MGRPFU
1/27/2017,Direct,SaaS,GTXPlusBasic
1/27/2017,Email,Telecom,MGRPFS
1/27/2017,Email,Finance,GTXPlusBasic
1/27/2017,Social,Telecom,MGRPFU
1/27/2017,Email,SaaS,MGRPFU
1/27/2017,Referral,Telecom,MGRPFU
1/27/2017,Paid,Retail/Entertainment,GTK500U
1/27/2017,Email,Retail/Entertainment,MGRPFU
1/27/2017,Email,Health Care,GTXPro
1/27/2017,Paid,Retail/Entertainment,GTXAdvanced
1/27/2017,Email,SaaS,MGRPFS
1/27/2017,Direct,SaaS,GTXBasic
1/27/2017,Email,Telecom,GTXBasic
1/27/2017,Referral,Finance,MGRPFU
1/27/2017,Referral,Finance,GTXPlusBasic
1/27/2017,Organic,SaaS,GTXPlusBasic
1/27/2017,Organic,SaaS,GTXPro
1/27/2017,Organic,SaaS,GTXBasic
1/27/2017,Email,Education,GTXAdvanced
1/27/2017,Social,Education,GTK500U
1/27/2017,Email,Finance,GTK500U
1/27/2017,Paid,Health Care,GTXAdvanced
1/27/2017,Social,Health Care,GTXPlusPro
1/27/2017,Social,Health Care,MGRPFU
1/27/2017,Direct,SaaS,GTXPro
1/28/2017,Direct,Education,GTXPlusPro
1/28/2017,Social,Health Care,MGRPFS
1/28/2017,Organic,Education,GTXBasic
1/28/2017,Organic,Health Care,MGRPFU
1/28/2017,Email,Retail/Entertainment,GTK500U
1/28/2017,Email,Telecom,GTK500U
1/28/2017,Social,Education,MGRPFS
1/28/2017,Direct,Telecom,GTK500U
1/28/2017,Organic,Health Care,GTXAdvanced
1/28/2017,Paid,Finance,GTK500U
1/28/2017,Direct,Telecom,GTXPro
1/28/2017,Organic,Education,GTXPlusPro
1/28/2017,Social,Telecom,GTXBasic
1/28/2017,Paid,Telecom,GTXPlusPro
1/28/2017,Social,Health Care,GTXBasic
1/28/2017,Referral,Finance,GTXAdvanced
1/28/2017,Organic,SaaS,GTXBasic
1/28/2017,Social,Finance,MGRPFS
1/28/2017,Paid,SaaS,GTXPlusBasic
1/28/2017,Organic,SaaS,GTXBasic
1/28/2017,Social,IT,GTXBasic
1/28/2017,Organic,IT,GTXBasic
1/28/2017,Social,Finance,GTXBasic
1/28/2017,Direct,Education,GTXPro
1/28/2017,Email,IT,GTXPro
1/28/2017,Organic,SaaS,MGRPFU
1/28/2017,Referral,Telecom,MGRPFU
1/29/2017,Direct,Education,GTXPro
1/29/2017,Email,Education,GTXBasic
1/29/2017,Organic,Finance,GTXAdvanced
1/29/2017,Paid,Finance,GTK500U
1/29/2017,Organic,IT,MGRPFS
1/29/2017,Organic,Finance,GTXPlusBasic
1/29/2017,Direct,Finance,MGRPFS
1/29/2017,Direct,Education,GTK500U
1/29/2017,Email,Telecom,GTXPlusPro
1/29/2017,Direct,SaaS,GTXPro
1/29/2017,Organic,Finance,MGRPFU
1/29/2017,Referral,SaaS,MGRPFU
1/29/2017,Paid,SaaS,GTK500U
1/29/2017,Direct,Retail/Entertainment,MGRPFU
1/29/2017,Organic,Telecom,MGRPFU
1/29/2017,Direct,Finance,GTXBasic
1/29/2017,Social,Telecom,MGRPFU
1/29/2017,Email,Telecom,MGRPFU
1/29/2017,Organic,Finance,GTXAdvanced
1/29/2017,Organic,Telecom,GTK500U
1/29/2017,Social,Retail/Entertainment,GTXPro
1/29/2017,Social,SaaS,MGRPFS
1/29/2017,Social,Retail/Entertainment,GTK500U
1/29/2017,Referral,SaaS,GTXPro
1/29/2017,Referral,Education,GTXAdvanced
1/29/2017,Social,SaaS,GTXPro
1/29/2017,Organic,SaaS,GTXPro
1/29/2017,Paid,Health Care,GTXBasic
1/29/2017,Social,Telecom,GTXBasic
1/29/2017,Paid,Finance,GTXAdvanced
1/30/2017,Organic,IT,GTXBasic
1/30/2017,Paid,SaaS,GTK500U
1/30/2017,Email,Telecom,MGRPFS
1/30/2017,Paid,Health Care,GTXAdvanced
1/30/2017,Email,IT,GTXAdvanced
1/30/2017,Social,Education,GTXPlusPro
1/30/2017,Referral,SaaS,GTXPro
1/30/2017,Paid,Finance,GTXAdvanced
1/30/2017,Social,Finance,MGRPFU
1/30/2017,Social,IT,GTXAdvanced
1/30/2017,Organic,Retail/Entertainment,GTK500U
1/30/2017,Referral,Retail/Entertainment,GTK500U
1/30/2017,Social,Telecom,GTXPro
1/30/2017,Social,Finance,GTXAdvanced
1/30/2017,Organic,SaaS,GTXAdvanced
1/30/2017,Organic,Health Care,MGRPFS
1/30/2017,Social,IT,GTXPro
1/30/2017,Organic,SaaS,GTXPro
1/30/2017,Social,SaaS,MGRPFS
1/30/2017,Paid,Retail/Entertainment,GTXBasic
1/30/2017,Organic,SaaS,GTXBasic
1/30/2017,Organic,IT,GTXAdvanced
1/30/2017,Organic,Telecom,MGRPFS
1/30/2017,Social,IT,GTXPlusBasic
1/30/2017,Direct,Finance,GTK500U
1/30/2017,Paid,SaaS,GTXBasic
1/30/2017,Organic,Health Care,GTXAdvanced
1/30/2017,Referral,Education,GTK500U
1/30/2017,Referral,Education,MGRPFS
1/30/2017,Organic,SaaS,MGRPFU
1/30/2017,Direct,Education,GTK500U
1/30/2017,Referral,Telecom,GTXPlusBasic
1/30/2017,Organic,Health Care,GTXBasic
1/31/2017,Paid,Finance,MGRPFU
1/31/2017,Organic,Finance,GTXPro
1/31/2017,Email,Telecom,GTXPlusPro
1/31/2017,Social,Health Care,GTXPlusBasic
1/31/2017,Referral,Retail/Entertainment,MGRPFS
1/31/2017,Referral,SaaS,GTXAdvanced
1/31/2017,Social,IT,GTXPro
1/31/2017,Paid,Education,GTXBasic
1/31/2017,Referral,Education,MGRPFU
1/31/2017,Email,Telecom,MGRPFS
1/31/2017,Direct,SaaS,GTXAdvanced
1/31/2017,Organic,SaaS,GTXPro
1/31/2017,Email,SaaS,MGRPFU
1/31/2017,Direct,Education,GTXPlusPro
1/31/2017,Organic,Telecom,GTK500U
1/31/2017,Paid,Telecom,GTXBasic
1/31/2017,Paid,Education,GTK500U
1/31/2017,Referral,Finance,MGRPFS
1/31/2017,Email,Retail/Entertainment,GTXPlusPro
1/31/2017,Email,Retail/Entertainment,MGRPFU
1/31/2017,Social,IT,MGRPFS
1/31/2017,Direct,Education,GTXPlusBasic
1/31/2017,Email,SaaS,GTXBasic
1/31/2017,Social,Health Care,MGRPFU
1/31/2017,Organic,Education,GTXAdvanced
1/31/2017,Direct,Telecom,GTXPlusPro
1/31/2017,Paid,SaaS,MGRPFU
1/31/2017,Social,Retail/Entertainment,GTK500U
1/31/2017,Direct,SaaS,MGRPFU
1/31/2017,Email,Retail/Entertainment,GTXPlusBasic
2/1/2017,Referral,Finance,GTXPlusPro
2/1/2017,Paid,Health Care,GTXBasic
2/1/2017,Paid,Telecom,GTXPlusPro
2/1/2017,Direct,SaaS,GTXPro
2/1/2017,Social,SaaS,GTXPro
2/1/2017,Paid,SaaS,GTXPlusPro
2/1/2017,Paid,Education,GTXPlusBasic
2/1/2017,Organic,Education,GTXPro
2/1/2017,Organic,SaaS,GTXPlusBasic
2/1/2017,Email,IT,GTXBasic
2/1/2017,Email,SaaS,MGRPFU
2/1/2017,Social,Telecom,GTXPlusPro
2/1/2017,Organic,Education,GTXPro
2/1/2017,Direct,SaaS,MGRPFU
2/1/2017,Social,IT,GTXPlusBasic
2/1/2017,Direct,SaaS,GTXAdvanced
2/1/2017,Paid,SaaS,GTXBasic
2/1/2017,Direct,SaaS,GTXAdvanced
2/1/2017,Paid,Health Care,MGRPFU
2/1/2017,Referral,IT,MGRPFS
2/1/2017,Organic,IT,MGRPFU
2/1/2017,Organic,Finance,GTXPro
2/2/2017,Paid,Retail/Entertainment,GTK500U
2/2/2017,Social,SaaS,GTXBasic
2/2/2017,Organic,Health Care,GTXAdvanced
2/2/2017,Direct,Telecom,GTXAdvanced
2/2/2017,Referral,SaaS,GTK500U
2/2/2017,Email,Finance,MGRPFU
2/2/2017,Organic,Finance,GTXBasic
2/2/2017,Paid,Health Care,GTXPlusPro
2/2/2017,Referral,IT,MGRPFS
2/2/2017,Paid,IT,MGRPFS
2/2/2017,Organic,Telecom,GTXAdvanced
2/2/2017,Social,Telecom,GTXPro
2/2/2017,Organic,SaaS,MGRPFU
2/2/2017,Social,Telecom,GTXPlusBasic
2/2/2017,Direct,SaaS,GTXPlusPro
2/2/2017,Organic,SaaS,MGRPFU
2/2/2017,Referral,IT,GTXPro
2/2/2017,Organic,SaaS,GTK500U
2/2/2017,Paid,Retail/Entertainment,MGRPFS
2/2/2017,Organic,SaaS,MGRPFS
2/2/2017,Social,IT,GTXPlusPro
2/2/2017,Social,Retail/Entertainment,GTK500U
2/2/2017,Email,Retail/Entertainment,GTXAdvanced
2/2/2017,Paid,Retail/Entertainment,GTK500U
2/2/2017,Direct,Finance,GTK500U
2/2/2017,Email,Telecom,MGRPFS
2/2/2017,Direct,SaaS,GTXPlusPro
2/2/2017,Social,Finance,GTK500U
2/2/2017,Social,Finance,MGRPFS
2/2/2017,Direct,SaaS,GTXPlusPro
2/2/2017,Social,Retail/Entertainment,GTXAdvanced
2/2/2017,Direct,SaaS,GTXPlusPro
2/2/2017,Social,Finance,GTXAdvanced
2/2/2017,Paid,Retail/Entertainment,GTXPlusPro
2/2/2017,Email,IT,GTXAdvanced
2/2/2017,Referral,Education,GTK500U
2/2/2017,Social,Retail/Entertainment,MGRPFU
2/3/2017,Organic,SaaS,GTXBasic
2/3/2017,Social,SaaS,MGRPFS
2/3/2017,Referral,IT,GTXBasic
2/3/2017,Paid,SaaS,GTXPlusPro
2/3/2017,Direct,Telecom,GTXBasic
2/3/2017,Organic,Education,MGRPFU
2/3/2017,Referral,Telecom,GTXAdvanced
2/3/2017,Organic,SaaS,GTK500U
2/3/2017,Paid,SaaS,MGRPFU
2/3/2017,Organic,Retail/Entertainment,GTXBasic
2/3/2017,Paid,Health Care,GTK500U
2/3/2017,Email,Retail/Entertainment,GTXPlusBasic
2/3/2017,Email,IT,GTXAdvanced
2/3/2017,Referral,Health Care,GTXBasic
2/3/2017,Organic,Telecom,GTXAdvanced
2/3/2017,Paid,Education,MGRPFU
2/3/2017,Direct,SaaS,GTXAdvanced
2/3/2017,Social,IT,MGRPFS
2/3/2017,Email,Finance,GTXPlusPro
2/3/2017,Organic,SaaS,GTXAdvanced
2/3/2017,Organic,Finance,GTXPlusBasic
2/3/2017,Paid,Retail/Entertainment,GTXBasic
2/3/2017,Referral,IT,GTK500U
2/3/2017,Email,SaaS,GTXPlusBasic
2/3/2017,Email,Health Care,GTXPlusPro
2/3/2017,Social,Finance,GTXPro
2/3/2017,Email,Telecom,GTK500U
2/3/2017,Direct,SaaS,GTK500U
2/3/2017,Direct,SaaS,GTXPlusBasic
2/3/2017,Direct,IT,GTXPlusBasic
2/3/2017,Organic,SaaS,GTXPlusBasic
2/3/2017,Organic,SaaS,GTXPlusPro
2/3/2017,Referral,SaaS,GTXPro
2/3/2017,Direct,Health Care,GTK500U
2/3/2017,Social,Health Care,MGRPFU
2/3/2017,Paid,Finance,MGRPFU
2/4/2017,Organic,IT,MGRPFS
2/4/2017,Direct,SaaS,GTXAdvanced
2/4/2017,Referral,IT,MGRPFS
2/4/2017,Organic,Telecom,MGRPFU
2/4/2017,Paid,SaaS,GTXBasic
2/4/2017,Organic,Education,GTXAdvanced
2/4/2017,Referral,Finance,MGRPFU
2/4/2017,Direct,Finance,GTXAdvanced
2/4/2017,Organic,Education,MGRPFU
2/4/2017,Paid,Finance,GTK500U
2/4/2017,Email,Telecom,MGRPFS
2/4/2017,Organic,Health Care,GTXPro
2/4/2017,Email,Finance,GTXPro
2/4/2017,Social,Education,GTXPlusBasic
2/4/2017,Referral,SaaS,GTXAdvanced
2/4/2017,Referral,Education,GTXBasic
2/4/2017,Email,Telecom,GTXPlusPro
2/4/2017,Paid,Telecom,GTXBasic
2/4/2017,Organic,SaaS,GTXPlusBasic
2/4/2017,Paid,IT,GTXPlusPro
2/4/2017,Organic,Health Care,GTXAdvanced
2/4/2017,Organic,SaaS,MGRPFS
2/4/2017,Paid,Telecom,GTXPlusPro
2/4/2017,Referral,SaaS,GTK500U
2/4/2017,Paid,Retail/Entertainment,GTXPlusBasic
2/4/2017,Email,IT,MGRPFU
2/4/2017,Organic,Finance,GTK500U
2/4/2017,Organic,Telecom,GTK500U
2/4/2017,Email,Telecom,GTXAdvanced
2/4/2017,Organic,Telecom,MGRPFS
2/5/2017,Social,Finance,MGRPFS
2/5/2017,Email,Finance,GTXBasic
2/5/2017,Organic,IT,GTXBasic
2/5/2017,Direct,IT,GTXAdvanced
2/5/2017,Paid,SaaS,GTXPro
2/5/2017,Social,Telecom,GTXPlusBasic
2/5/2017,Paid,Retail/Entertainment,GTXPlusBasic
2/5/2017,Paid,Telecom,GTK500U
2/5/2017,Referral,Finance,GTXBasic
2/5/2017,Organic,Retail/Entertainment,GTXAdvanced
2/5/2017,Organic,Finance,GTXAdvanced
2/5/2017,Paid,IT,GTXBasic
2/5/2017,Direct,Telecom,GTXAdvanced
2/5/2017,Organic,SaaS,GTXAdvanced
2/5/2017,Paid,IT,GTK500U
2/5/2017,Social,Retail/Entertainment,GTXPlusBasic
2/5/2017,Direct,SaaS,MGRPFU
2/5/2017,Referral,SaaS,GTXPlusPro
2/5/2017,Paid,Telecom,MGRPFS
2/5/2017,Paid,SaaS,GTXAdvanced
2/5/2017,Social,Telecom,MGRPFU
2/5/2017,Email,IT,GTXPro
2/5/2017,Organic,Finance,GTXPlusPro
2/5/2017,Paid,Retail/Entertainment,GTXPro
2/5/2017,Referral,IT,GTK500U
2/5/2017,Organic,SaaS,GTXPlusPro
2/5/2017,Organic,Education,GTXPro
2/5/2017,Direct,Retail/Entertainment,GTXBasic
2/5/2017,Social,Retail/Entertainment,GTXPro
2/5/2017,Paid,Retail/Entertainment,GTK500U
2/5/2017,Referral,SaaS,GTXAdvanced
2/6/2017,Direct,SaaS,GTXAdvanced
2/6/2017,Direct,Finance,GTXAdvanced
2/6/2017,Organic,IT,GTK500U
2/6/2017,Social,IT,GTXBasic
2/6/2017,Organic,Finance,GTXBasic
2/6/2017,Social,Telecom,GTXPlusBasic
2/6/2017,Referral,SaaS,MGRPFU
2/6/2017,Email,Telecom,GTXPlusBasic
2/6/2017,Organic,Telecom,GTXPro
2/6/2017,Organic,Health Care,GTXBasic
2/6/2017,Referral,IT,MGRPFS
2/6/2017,Referral,Finance,GTXAdvanced
2/6/2017,Social,SaaS,GTK500U
2/6/2017,Email,Finance,GTXBasic
2/6/2017,Email,Retail/Entertainment,MGRPFS
2/6/2017,Social,Health Care,GTXPlusPro
2/6/2017,Email,Telecom,GTK500U
2/6/2017,Referral,Finance,GTXPlusPro
2/6/2017,Paid,IT,GTXAdvanced
2/6/2017,Organic,Finance,GTXPlusPro
2/6/2017,Social,Retail/Entertainment,GTXPlusBasic
2/6/2017,Social,SaaS,MGRPFS
2/6/2017,Social,Telecom,GTXPlusPro
2/6/2017,Organic,SaaS,GTXPlusBasic
2/6/2017,Direct,IT,GTK500U
2/6/2017,Direct,SaaS,GTXPro
2/6/2017,Paid,Telecom,GTXAdvanced
2/6/2017,Paid,Telecom,GTXPro
2/6/2017,Paid,SaaS,GTXPlusPro
2/6/2017,Email,Education,GTXAdvanced
2/6/2017,Organic,SaaS,GTXAdvanced
2/6/2017,Organic,SaaS,GTXAdvanced
2/6/2017,Referral,Retail/Entertainment,GTXBasic
2/6/2017,Referral,Health Care,GTXPro
2/6/2017,Paid,Finance,MGRPFU
2/6/2017,Referral,Retail/Entertainment,GTXAdvanced
2/6/2017,Email,IT,GTXPro
2/6/2017,Referral,Telecom,GTXPlusPro
2/6/2017,Social,Health Care,MGRPFS
2/6/2017,Organic,Telecom,GTXPlusBasic
